사번,이름,성별,나이,근속기간,입사년도,직급,팀구분,퇴직구분,초과근무,성과점수,미사용.휴가일수,연봉,사번_masked
1136,Employee_0627,남,47,31,2011,대리,마켓팅,No,231,44,24,98608265,EID-****-136
5442,Employee_0628,남,34,14,2013,사원,재무,No,259,83,10,53684063,EID-****-442
3601,Employee_0629,남,39,19,2015,주임,개발,No,105,45,18,96002987,EID-****-601
2153,Employee_0630,남,41,19,2011,대리,법무,No,91,72,6,100035557,EID-****-153
5129,Employee_0631,남,29,10,2014,주임,인사,No,69,51,18,80765139,EID-****-129
322,Employee_0632,남,36,16,2010,사원,총무,No,100,33,17,70904133,EID-****
1031,Employee_0633,남,36,16,2012,주임,영업,No,113,36,15,86016633,EID-****-031
3225,Employee_0634,남,43,25,2014,주임,기획,No,126,51,6,90843126,EID-****-225
5167,Employee_0635,남,46,26,2014,사원,마켓팅,No,207,28,24,65129481,EID-****-167
2982,Employee_0636,남,41,34,2014,이사,재무,No,104,46,13,148273404,EID-****-982
5051,Employee_0637,남,28,9,2012,인턴,영업,No,186,27,25,21686354,EID-****-051
2045,Employee_0638,남,42,20,2011,사원,개발,No,213,64,20,72589341,EID-****-045
2259,Employee_0639,남,42,24,2012,사원,법무,No,118,31,24,54258091,EID-****-259
4536,Employee_0640,남,33,15,2012,대리,인사,No,28,46,7,115330278,EID-****-536
5110,Employee_0641,남,43,25,2011,주임,총무,No,56,34,22,82893126,EID-****-110
115,Employee_0642,남,32,22,2012,과장,기획,No,28,47,4,126939341,EID-****
2518,Employee_0643,남,48,28,2013,차장,마켓팅,No,65,40,12,132037050,EID-****-518
71,Employee_0644,남,34,17,2011,주임,재무,No,42,64,11,97119063,EID-****
3748,Employee_0645,남,37,18,2015,인턴,개발,No,239,36,11,23145417,EID-****-748
1137,Employee_0646,여,25,9,2016,인턴,법무,No,38,42,4,30286354,EID-****-137
2674,Employee_0647,남,43,27,2013,이사,인사,No,28,40,15,151843126,EID-****-674
3785,Employee_0648,남,39,19,2015,대리,영업,No,59,38,9,101002987,EID-****-785
4465,Employee_0649,남,31,24,2012,주임,총무,No,238,49,16,82866807,EID-****-465
3121,Employee_0650,남,38,22,2014,대리,기획,No,52,17,10,98699202,EID-****-121
15,Employee_0651,여,30,24,2011,과장,마켓팅,No,54,57,8,128476441,EID-****
5508,Employee_0652,남,28,10,2014,사원,재무,Yes,250,33,4,75286354,EID-****-508
2163,Employee_0653,남,43,23,2015,인턴,개발,No,153,38,4,31718126,EID-****-163
4680,Employee_0654,남,30,13,2014,주임,법무,No,39,51,16,81893924,EID-****-680
280,Employee_0655,남,37,16,2010,대리,인사,Yes,202,43,22,104701667,EID-****
1047,Employee_0656,여,39,19,2016,사원,총무,No,20,53,12,50289341,EID-****-047
1909,Employee_0657,남,41,24,2011,주임,기획,No,79,60,7,95035557,EID-****-909
1499,Employee_0658,남,41,24,2011,대리,영업,Yes,257,61,11,107085557,EID-****-499
1770,Employee_0659,여,43,27,2011,대리,영업,No,25,44,10,115229481,EID-****-770
5087,Employee_0660,여,29,11,2013,사원,마켓팅,No,120,60,4,40251494,EID-****-087
976,Employee_0661,남,37,19,2012,주임,재무,No,28,50,22,86195417,EID-****
4513,Employee_0662,남,44,26,2016,주임,개발,No,95,59,11,95146911,EID-****-513
2078,Employee_0663,남,42,25,2011,주임,법무,No,80,30,17,87314341,EID-****-078
5106,Employee_0664,여,29,12,2013,인턴,인사,No,156,42,12,15476494,EID-****-106
784,Employee_0665,남,34,13,2012,사원,총무,No,402,83,0,58259063,EID-****
1545,Employee_0666,남,45,25,2011,과장,기획,No,175,37,16,121113196,EID-****-545
4285,Employee_0667,남,49,31,2016,사원,마켓팅,No,457,51,9,62290835,EID-****-285
1376,Employee_0668,여,32,18,2011,인턴,재무,No,20,77,6,34937848,EID-****-376
3981,Employee_0669,여,37,19,2015,사원,개발,No,41,68,10,45431772,EID-****-981
5671,Employee_0670,남,27,7,2016,인턴,법무,No,224,25,13,5857570,EID-****-671
2077,Employee_0671,남,40,19,2011,대리,인사,No,62,51,18,99606772,EID-****-077
1405,Employee_0672,남,31,13,2012,사원,총무,No,13,53,23,63022709,EID-****-405
2170,Employee_0673,여,37,17,2012,사원,기획,No,1,48,10,64281772,EID-****-170
2084,Employee_0674,남,45,26,2015,주임,개발,Yes,241,44,11,96575696,EID-****-084
1053,Employee_0675,남,47,26,2015,인턴,마켓팅,No,153,38,4,37433265,EID-****-053
5345,Employee_0676,남,32,13,2010,사원,재무,No,392,33,23,76191494,EID-****-345
5603,Employee_0677,남,28,9,2015,사원,개발,No,105,48,10,50286354,EID-****-603
282,Employee_0678,여,31,13,2010,사원,법무,No,135,67,2,71471563,EID-****
1435,Employee_0679,남,42,19,2011,과장,인사,No,196,31,9,117044341,EID-****-435
5237,Employee_0680,남,38,24,2011,사원,총무,Yes,584,23,16,63374202,EID-****-237
2272,Employee_0681,남,36,25,2016,주임,기획,No,54,25,18,86004481,EID-****-272
1647,Employee_0682,남,42,24,2011,과장,마켓팅,No,130,25,14,121920591,EID-****-647
2331,Employee_0683,남,40,19,2012,대리,재무,No,147,46,25,105631772,EID-****-331
283,Employee_0684,남,36,14,2010,주임,개발,No,79,50,20,81329133,EID-****
798,Employee_0685,남,35,12,2012,인턴,법무,No,422,34,10,33487848,EID-****
2070,Employee_0686,남,45,26,2011,주임,인사,No,161,49,23,79975696,EID-****-070
5546,Employee_0687,남,27,9,2015,주임,총무,No,91,24,8,93857570,EID-****-546
829,Employee_0688,남,32,13,2012,주임,기획,No,31,62,24,94763994,EID-****
5055,Employee_0689,남,31,9,2013,사원,마켓팅,No,137,42,13,75822709,EID-****-055
332,Employee_0690,여,48,35,2013,주임,영업,Yes,151,50,13,96148404,EID-****
2435,Employee_0691,남,39,20,2013,사원,재무,No,81,65,11,71127987,EID-****-435
2609,Employee_0692,여,42,26,2013,사원,개발,No,20,51,13,42700696,EID-****-609
4266,Employee_0693,남,33,12,2010,대리,개발,No,110,47,13,101555278,EID-****-266
2555,Employee_0694,남,41,21,2013,대리,법무,No,58,48,6,103985557,EID-****-555
3473,Employee_0695,남,37,15,2015,인턴,인사,No,237,43,12,23145417,EID-****-473
4315,Employee_0696,남,48,30,2015,사원,총무,No,76,69,2,48862050,EID-****-315
1023,Employee_0697,여,26,8,2015,사원,영업,No,376,52,9,44715139,EID-****-023
478,Employee_0698,여,31,14,2011,주임,기획,Yes,195,26,15,85509063,EID-****
3982,Employee_0699,남,37,17,2015,주임,마켓팅,No,70,23,15,78145417,EID-****-982
5447,Employee_0700,남,34,17,2011,사원,재무,No,28,63,10,75584063,EID-****-447
1364,Employee_0701,여,30,13,2011,인턴,개발,Yes,265,47,4,38080278,EID-****-364
4051,Employee_0702,남,37,27,2015,부장,법무,No,43,47,8,140433265,EID-****-051
1860,Employee_0703,여,40,26,2011,사원,인사,No,55,47,7,46743126,EID-****-860
5163,Employee_0704,남,37,20,2011,주임,총무,No,63,41,14,94255417,EID-****-163
1581,Employee_0705,남,43,21,2011,대리,영업,No,119,43,14,113468126,EID-****-581
5168,Employee_0706,남,29,8,2016,인턴,기획,No,68,34,17,38715139,EID-****-168
5549,Employee_0707,남,47,27,2016,사원,마켓팅,No,472,31,16,59433265,EID-****-549
4732,Employee_0708,남,34,16,2014,사원,영업,No,139,34,15,57384063,EID-****-732
3281,Employee_0709,남,41,20,2014,사원,재무,No,62,34,12,67985557,EID-****-281
2396,Employee_0710,여,41,27,2012,사원,개발,No,174,56,9,69346911,EID-****-396
2740,Employee_0711,남,47,29,2013,이사,법무,No,28,51,22,145608265,EID-****-740
3946,Employee_0712,여,39,32,2015,주임,인사,No,34,50,11,90577189,EID-****-946
812,Employee_0713,남,36,28,2016,대리,영업,No,24,23,23,106004481,EID-****
750,Employee_0714,남,34,12,2014,사원,총무,No,301,78,2,59259063,EID-****
1550,Employee_0715,남,41,24,2011,사원,기획,No,288,41,22,70460557,EID-****-550
1986,Employee_0716,남,41,20,2011,사원,영업,No,153,40,15,45035557,EID-****-986
5390,Employee_0717,남,34,24,2012,과장,영업,No,13,40,13,119309411,EID-****-390
1707,Employee_0718,남,42,24,2011,사원,마켓팅,No,58,66,8,56920591,EID-****-707
1759,Employee_0719,남,40,17,2015,주임,재무,No,101,39,12,92431772,EID-****-759
5380,Employee_0720,남,35,11,2010,사원,개발,No,153,39,23,64697848,EID-****-380
5691,Employee_0721,남,28,8,2016,인턴,법무,No,217,33,5,7286354,EID-****-691
4100,Employee_0722,남,36,25,2016,주임,인사,No,30,39,13,81004481,EID-****-100
2999,Employee_0723,여,37,20,2014,사원,총무,No,229,55,8,59556772,EID-****-999
3364,Employee_0724,남,50,29,2014,과장,기획,No,73,51,5,118844620,EID-****-364
5032,Employee_0725,여,28,14,2012,사원,마켓팅,No,21,49,7,71172709,EID-****-032
3200,Employee_0726,남,39,21,2014,사원,재무,No,292,45,16,58127987,EID-****-200
1583,Employee_0727,남,35,15,2016,사원,개발,No,24,43,18,72287848,EID-****-583
850,Employee_0728,남,34,13,2012,주임,법무,No,216,49,19,86859063,EID-****
3711,Employee_0729,남,37,16,2015,사원,인사,Yes,183,39,21,55145417,EID-****-711
5008,Employee_0730,남,34,14,2011,사원,총무,No,170,48,13,60709063,EID-****-008
4932,Employee_0731,여,28,10,2015,인턴,영업,No,168,55,7,29597709,EID-****-932
5318,Employee_0732,남,44,22,2015,주임,기획,Yes,188,47,5,85146911,EID-****-318
5585,Employee_0733,남,27,15,2015,사원,마켓팅,No,59,41,12,76145417,EID-****-585
390,Employee_0734,남,47,30,2016,대리,재무,No,101,34,15,114433265,EID-****
3466,Employee_0735,남,47,27,2015,사원,개발,No,206,40,25,62433265,EID-****-466
5563,Employee_0736,여,47,31,2013,인턴,영업,Yes,512,41,13,34519620,EID-****-563
1410,Employee_0737,여,38,28,2011,사원,법무,No,33,56,11,73035557,EID-****-410
770,Employee_0738,남,37,30,2012,이사,인사,No,28,49,9,148502015,EID-****
5111,Employee_0739,남,34,14,2016,사원,총무,No,63,47,3,55859063,EID-****-111
4726,Employee_0740,여,28,11,2014,사원,기획,No,64,71,10,61097709,EID-****-726
309,Employee_0741,남,34,16,2010,사원,영업,No,8,46,11,68671563,EID-****
1080,Employee_0742,남,26,5,2016,사원,마켓팅,No,89,27,15,69428785,EID-****-080
4557,Employee_0743,남,31,14,2012,사원,재무,No,86,44,24,42416459,EID-****-557
3579,Employee_0744,남,39,19,2015,사원,영업,No,308,29,10,52127987,EID-****-579
841,Employee_0745,여,27,18,2012,주임,개발,Yes,135,68,11,92631772,EID-****
4385,Employee_0746,남,32,13,2011,사원,개발,No,109,55,18,65007744,EID-****-385
2686,Employee_0747,남,41,24,2013,사원,법무,No,153,38,11,65485557,EID-****-686
4241,Employee_0748,남,48,27,2014,사원,인사,No,182,40,16,42987050,EID-****-241
3317,Employee_0749,남,46,38,2016,사원,총무,No,192,32,15,65292328,EID-****-317
2279,Employee_0750,남,33,14,2016,사원,영업,No,54,43,11,49430278,EID-****-279
1925,Employee_0751,남,39,33,2012,차장,기획,Yes,283,35,9,133540835,EID-****-925
1971,Employee_0752,남,42,25,2011,대리,영업,No,121,54,10,111808091,EID-****-971
2090,Employee_0753,여,39,24,2011,사원,영업,No,110,46,11,64808091,EID-****-090
1728,Employee_0754,여,39,25,2011,사원,영업,No,2,66,8,74889341,EID-****-728
2736,Employee_0755,남,41,28,2013,대리,마켓팅,No,225,35,19,97548404,EID-****-736
4520,Employee_0756,남,37,20,2012,대리,개발,No,28,53,12,101270417,EID-****-520
4946,Employee_0757,남,26,4,2015,주임,재무,Yes,173,48,13,94453785,EID-****-946
1848,Employee_0758,남,42,30,2011,과장,개발,No,77,50,11,118777189,EID-****-848
2247,Employee_0759,남,41,20,2012,과장,법무,No,185,46,6,127035557,EID-****-247
5073,Employee_0760,남,32,10,2014,사원,인사,No,80,42,12,59301494,EID-****-073
4841,Employee_0761,남,31,12,2012,대리,영업,No,71,65,10,112847709,EID-****-841
5287,Employee_0762,여,29,10,2013,사원,총무,No,123,44,10,55901494,EID-****-287
1301,Employee_0763,남,35,18,2012,사원,기획,No,377,57,15,68900348,EID-****-301
285,Employee_0764,여,30,16,2010,대리,마켓팅,Yes,140,54,11,98830278,EID-****
2818,Employee_0765,여,37,20,2014,사원,영업,No,164,67,11,45831772,EID-****-818
5573,Employee_0766,남,30,13,2015,사원,재무,No,46,28,14,68143924,EID-****-573
1455,Employee_0767,여,41,23,2011,주임,개발,No,180,57,8,77886911,EID-****-455
2836,Employee_0768,남,44,28,2014,주임,법무,No,239,34,13,82271911,EID-****-836
924,Employee_0769,남,35,12,2012,사원,인사,No,251,47,15,43437848,EID-****
1856,Employee_0770,여,39,18,2011,주임,영업,No,49,51,9,89808091,EID-****-856
3554,Employee_0771,남,37,19,2015,사원,총무,No,208,38,9,63145417,EID-****-554
1064,Employee_0772,남,26,6,2015,주임,영업,No,280,36,16,77428785,EID-****-064
2221,Employee_0773,남,43,23,2012,주임,기획,No,137,64,14,94893126,EID-****-221
2115,Employee_0774,남,41,22,2011,인턴,마켓팅,Yes,413,51,11,31860557,EID-****-115
4468,Employee_0775,남,30,13,2012,인턴,재무,No,190,71,11,23531424,EID-****-468
2720,Employee_0776,남,39,22,2013,대리,개발,No,79,42,13,116127987,EID-****-720
3846,Employee_0777,남,36,18,2015,사원,법무,No,205,40,22,66716633,EID-****-846
317,Employee_0778,남,47,27,2015,사원,인사,No,85,34,25,47433265,EID-****
5262,Employee_0779,여,31,13,2011,주임,총무,Yes,248,69,11,79109063,EID-****-262
1660,Employee_0780,남,45,25,2015,사원,기획,No,421,67,7,59575696,EID-****-660
2766,Employee_0781,여,38,31,2013,주임,마켓팅,No,120,39,5,84273404,EID-****-766
3641,Employee_0782,남,37,14,2015,주임,재무,No,66,38,25,78145417,EID-****-641
5476,Employee_0783,남,30,12,2014,인턴,개발,No,79,35,13,27493924,EID-****-476
1652,Employee_0784,남,43,27,2011,사원,법무,Yes,188,51,25,70993126,EID-****-652
3673,Employee_0785,여,38,19,2015,사원,인사,No,168,41,14,56860557,EID-****-673
4274,Employee_0786,남,35,14,2010,주임,총무,No,238,51,23,85037848,EID-****-274
5042,Employee_0787,남,41,22,2015,사원,기획,No,391,74,9,54985557,EID-****-042
971,Employee_0788,여,35,19,2012,주임,마켓팅,No,62,83,1,90924202,EID-****
4554,Employee_0789,여,34,19,2010,주임,재무,No,35,49,9,96560417,EID-****-554
3951,Employee_0790,남,40,24,2010,사원,영업,No,293,54,10,71994272,EID-****-951
103,Employee_0791,남,36,17,2016,주임,개발,No,65,34,27,83716633,EID-****
3250,Employee_0792,남,39,17,2014,사원,법무,No,361,46,12,55127987,EID-****-250
1490,Employee_0793,여,41,29,2011,사원,인사,No,18,35,12,72665661,EID-****-490
3156,Employee_0794,남,39,19,2014,주임,영업,No,113,38,12,80127987,EID-****-156
4304,Employee_0795,남,39,21,2011,대리,총무,No,83,42,23,112292987,EID-****-304
2606,Employee_0796,남,50,26,2012,주임,기획,No,284,69,2,90469620,EID-****-606
3378,Employee_0797,남,40,22,2012,사원,마켓팅,No,242,32,5,59781772,EID-****-378
650,Employee_0798,여,28,19,2012,사원,재무,No,258,38,11,48173057,EID-****
47,Employee_0799,남,37,16,2016,주임,개발,No,300,57,6,85145417,EID-****
3615,Employee_0800,여,37,24,2015,사원,법무,No,168,37,5,40431772,EID-****-615
5556,Employee_0801,남,27,18,2015,주임,인사,No,188,28,14,86145417,EID-****-556
642,Employee_0802,여,49,32,2013,사원,총무,No,120,52,13,42702189,EID-****
2390,Employee_0803,남,42,21,2012,대리,기획,No,224,66,1,98826841,EID-****-390
3028,Employee_0804,남,39,22,2014,주임,마켓팅,No,67,34,7,95127987,EID-****-028
4920,Employee_0805,남,46,27,2011,주임,재무,No,13,60,11,87604481,EID-****-920
1483,Employee_0806,남,41,20,2011,대리,개발,No,67,57,11,109685557,EID-****-483
4378,Employee_0807,남,33,15,2011,주임,법무,Yes,237,49,11,85430278,EID-****-378
4760,Employee_0808,남,27,7,2016,사원,인사,No,79,44,1,60857570,EID-****-760
4175,Employee_0809,남,37,20,2016,사원,총무,No,81,56,8,55145417,EID-****-175
5521,Employee_0810,남,30,13,2014,주임,영업,No,93,20,17,82493924,EID-****-521
1637,Employee_0811,여,46,28,2015,사원,영업,No,134,51,9,53290835,EID-****-637
1055,Employee_0812,여,29,18,2015,인턴,기획,No,168,59,0,29001494,EID-****-055
61,Employee_0813,남,33,14,2011,인턴,마켓팅,No,222,48,8,28410278,EID-****
4492,Employee_0814,여,31,14,2012,인턴,재무,No,29,35,8,30109063,EID-****-492
1500,Employee_0815,남,42,33,2011,전무,개발,No,28,49,9,163777189,EID-****-500
1620,Employee_0816,여,38,23,2011,대리,법무,No,60,40,5,98035557,EID-****-620
1579,Employee_0817,여,41,21,2011,인턴,영업,No,157,44,4,37371911,EID-****-579
912,Employee_0818,남,33,14,2012,주임,인사,No,39,48,3,81192778,EID-****
144,Employee_0819,남,30,11,2013,인턴,총무,No,154,36,25,17643924,EID-****
4411,Employee_0820,남,31,13,2011,사원,기획,No,121,62,9,66522709,EID-****-411
2066,Employee_0821,남,43,26,2011,주임,마켓팅,No,231,38,17,92893126,EID-****-066
4475,Employee_0822,남,47,26,2015,사원,재무,No,192,43,8,62433265,EID-****-475
5524,Employee_0823,남,31,13,2014,주임,개발,No,37,46,6,83922709,EID-****-524
3148,Employee_0824,남,42,22,2014,대리,법무,No,8,45,11,112414341,EID-****-148
3497,Employee_0825,남,40,21,2015,인턴,인사,No,179,36,14,28556772,EID-****-497
1362,Employee_0826,남,34,14,2011,사원,총무,No,75,50,21,70749063,EID-****-362
5719,Employee_0827,남,28,11,2016,주임,영업,No,70,30,6,77286354,EID-****-719
2464,Employee_0828,남,45,22,2014,주임,기획,Yes,228,40,14,77575696,EID-****-464
4196,Employee_0829,남,43,30,2015,상무,마켓팅,No,74,61,9,159005974,EID-****-196
821,Employee_0830,여,29,9,2012,사원,영업,No,129,81,4,42151494,EID-****
2540,Employee_0831,여,39,22,2013,사원,재무,No,213,48,7,53414341,EID-****-540
4412,Employee_0832,남,38,21,2012,사원,개발,No,455,42,19,62736702,EID-****-412
1928,Employee_0833,남,42,27,2011,대리,개발,No,490,65,19,104177189,EID-****-928
4858,Employee_0834,남,34,14,2012,주임,법무,No,28,57,9,96959063,EID-****-858
4072,Employee_0835,여,34,20,2015,사원,인사,Yes,217,71,11,61145417,EID-****-072
4166,Employee_0836,여,35,20,2016,인턴,총무,No,346,37,8,34574202,EID-****-166
1190,Employee_0837,여,34,14,2014,인턴,기획,No,150,42,12,14445417,EID-****-190
3790,Employee_0838,여,36,20,2015,대리,마켓팅,No,32,49,4,99002987,EID-****-790
2192,Employee_0839,남,40,23,2012,사원,재무,No,59,45,21,50606772,EID-****-192
2347,Employee_0840,남,41,19,2012,대리,개발,No,46,68,6,108060557,EID-****-347
5344,Employee_0841,남,43,21,2014,대리,법무,No,28,42,15,100843126,EID-****-344
894,Employee_0842,남,33,16,2012,사원,인사,No,130,44,15,70892778,EID-****
3956,Employee_0843,남,41,21,2015,대리,총무,No,99,52,11,108860557,EID-****-956
811,Employee_0844,남,33,20,2012,차장,기획,No,226,47,12,133068126,EID-****
3723,Employee_0845,남,37,17,2015,사원,영업,No,188,26,19,48145417,EID-****-723
998,Employee_0846,남,31,23,2010,주임,마켓팅,No,13,41,9,77054307,EID-****
212,Employee_0847,남,30,9,2016,사원,재무,No,186,33,23,40143924,EID-****
3721,Employee_0848,남,41,23,2015,사원,개발,No,173,40,12,66710557,EID-****-721
89,Employee_0849,남,37,30,2015,부장,영업,No,145,40,11,140508265,EID-****
2516,Employee_0850,남,41,21,2013,주임,법무,No,171,41,8,93985557,EID-****-516
687,Employee_0851,남,34,27,2012,사원,인사,No,153,35,24,65171911,EID-****
5662,Employee_0852,남,52,33,2014,과장,총무,Yes,195,57,8,121577189,EID-****-662
562,Employee_0853,남,41,22,2011,주임,기획,No,62,47,13,85225557,EID-****
1185,Employee_0854,남,28,9,2016,인턴,마켓팅,No,464,18,23,32286354,EID-****-185
206,Employee_0855,남,28,8,2016,인턴,재무,No,172,33,16,7286354,EID-****
2932,Employee_0856,남,46,29,2012,사원,개발,No,153,42,18,74179481,EID-****-932
1886,Employee_0857,남,44,21,2011,과장,법무,No,28,48,13,117946911,EID-****-886
1640,Employee_0858,남,41,21,2011,차장,영업,No,73,30,9,130330557,EID-****-640
2285,Employee_0859,남,42,26,2012,사원,인사,No,76,55,16,53464341,EID-****-285
1255,Employee_0860,여,33,17,2010,사원,총무,No,20,57,5,64246633,EID-****-255
345,Employee_0861,남,37,19,2011,과장,기획,No,125,31,22,125489167,EID-****
4651,Employee_0862,여,30,15,2013,주임,마켓팅,No,17,56,11,80130278,EID-****-651
5561,Employee_0863,남,41,20,2016,사원,영업,No,253,31,20,67860557,EID-****-561
1473,Employee_0864,남,43,21,2011,사원,재무,No,256,46,15,72618126,EID-****-473
4375,Employee_0865,남,34,19,2011,주임,개발,No,171,47,4,81127813,EID-****-375
2369,Employee_0866,남,36,20,2016,사원,개발,No,60,33,27,68716633,EID-****-369
4124,Employee_0867,남,32,14,2015,사원,법무,No,204,29,14,55001494,EID-****-124
3218,Employee_0868,남,40,21,2014,사원,인사,No,100,29,13,41556772,EID-****-218
1642,Employee_0869,남,42,24,2011,부장,총무,No,179,49,13,141489341,EID-****-642
3753,Employee_0870,남,39,31,2015,대리,기획,No,256,32,9,104415835,EID-****-753
3650,Employee_0871,남,40,23,2015,대리,마켓팅,No,56,43,13,112431772,EID-****-650
5170,Employee_0872,여,35,18,2010,대리,재무,Yes,140,51,11,105974202,EID-****-170
2901,Employee_0873,여,36,24,2014,사원,개발,No,211,50,6,46127987,EID-****-901
1979,Employee_0874,남,32,24,2016,사원,법무,No,43,40,11,55289341,EID-****-979
1757,Employee_0875,남,42,26,2011,사원,인사,Yes,175,41,14,75564341,EID-****-757
3678,Employee_0876,남,37,16,2015,사원,총무,No,13,51,10,73145417,EID-****-678
2151,Employee_0877,남,44,23,2011,사원,기획,No,153,46,7,52665661,EID-****-151
1052,Employee_0878,남,29,8,2015,주임,마켓팅,No,64,25,6,91715139,EID-****-052
4494,Employee_0879,여,29,13,2012,사원,재무,No,65,63,12,72445244,EID-****-494
4840,Employee_0880,남,33,15,2012,대리,개발,No,188,48,7,101530278,EID-****-840
2872,Employee_0881,남,41,32,2015,주임,법무,No,81,45,12,96148404,EID-****-872
4164,Employee_0882,여,34,19,2016,주임,영업,No,13,41,14,78145417,EID-****-164
4621,Employee_0883,남,30,8,2013,사원,인사,No,171,54,14,48243924,EID-****-621
4643,Employee_0884,여,43,24,2011,대리,총무,No,21,62,1,105616981,EID-****-643
5492,Employee_0885,여,28,10,2014,사원,기획,No,25,56,6,70872709,EID-****-492
914,Employee_0886,남,41,24,2016,사원,마켓팅,No,27,55,16,75860557,EID-****
3029,Employee_0887,남,38,27,2014,주임,재무,No,8,34,13,93987050,EID-****-029
865,Employee_0888,남,30,9,2012,주임,개발,No,329,78,13,92056424,EID-****
2755,Employee_0889,남,40,32,2013,대리,법무,No,400,68,8,104844620,EID-****-755
498,Employee_0890,남,35,14,2011,주임,인사,No,13,34,16,91337848,EID-****
3532,Employee_0891,남,45,26,2016,사원,총무,No,52,52,16,66575696,EID-****-532
1146,Employee_0892,여,45,27,2011,대리,기획,No,2,76,10,113062050,EID-****-146
5684,Employee_0893,남,44,25,2011,주임,영업,No,157,40,18,84361911,EID-****-684
881,Employee_0894,남,33,16,2012,사원,마켓팅,No,159,40,17,71399028,EID-****
294,Employee_0895,남,36,17,2010,인턴,재무,Yes,301,53,14,38681633,EID-****
4933,Employee_0896,남,31,12,2015,사원,개발,No,154,24,16,40472709,EID-****-933
2624,Employee_0897,남,39,19,2013,인턴,법무,No,188,43,14,36127987,EID-****-624
1715,Employee_0898,여,46,28,2011,주임,인사,No,90,56,2,84828335,EID-****-715
230,Employee_0899,여,32,11,2010,인턴,총무,No,320,58,10,28137848,EID-****
1968,Employee_0900,남,43,25,2011,대리,영업,Yes,266,51,11,106993126,EID-****-968
5178,Employee_0901,남,28,9,2016,사원,기획,No,60,44,23,72286354,EID-****-178
4708,Employee_0902,여,37,20,2013,대리,마켓팅,No,84,63,8,105481772,EID-****-708
2889,Employee_0903,여,36,17,2014,사원,재무,No,45,46,4,58127987,EID-****-889
936,Employee_0904,남,31,12,2012,사원,개발,No,188,47,12,52922709,EID-****
923,Employee_0905,여,44,27,2013,대리,영업,No,121,61,3,115558265,EID-****
550,Employee_0906,남,32,12,2011,사원,법무,No,89,52,13,67463994,EID-****
4689,Employee_0907,남,29,11,2014,인턴,인사,No,188,45,17,12615139,EID-****-689
776,Employee_0908,남,30,10,2012,사원,총무,No,260,45,12,61193924,EID-****
1743,Employee_0909,남,41,22,2011,대리,영업,No,121,53,10,110379307,EID-****-743
3233,Employee_0910,남,39,17,2014,주임,기획,No,221,50,12,94077987,EID-****-233
1123,Employee_0911,남,30,10,2016,사원,마켓팅,No,64,41,12,65143924,EID-****-123
439,Employee_0912,남,34,13,2011,주임,재무,No,244,33,12,81304063,EID-****
1648,Employee_0913,남,43,24,2011,주임,개발,No,158,62,11,88318126,EID-****-648
495,Employee_0914,여,39,35,2012,과장,법무,No,128,57,5,128777189,EID-****
2938,Employee_0915,남,45,25,2015,주임,인사,No,194,43,0,79575696,EID-****-938
3884,Employee_0916,여,38,20,2015,사원,총무,No,154,46,3,67985557,EID-****-884
3439,Employee_0917,남,40,19,2015,사원,기획,No,188,35,14,62431772,EID-****-439
1517,Employee_0918,남,45,25,2011,대리,마켓팅,No,89,33,14,105775696,EID-****-517
1392,Employee_0919,남,33,12,2011,사원,재무,No,13,48,16,69830278,EID-****-392
558,Employee_0920,남,34,17,2011,대리,개발,No,45,63,6,100734063,EID-****
4542,Employee_0921,남,32,13,2012,사원,법무,No,344,25,14,51013994,EID-****-542
1565,Employee_0922,남,53,35,2014,사원,인사,No,157,47,9,75130974,EID-****-565
5266,Employee_0923,남,33,15,2011,사원,개발,No,243,35,6,73592778,EID-****-266
4866,Employee_0924,남,45,23,2014,주임,총무,Yes,198,66,5,90700696,EID-****-866
3163,Employee_0925,남,39,17,2014,사원,기획,No,231,47,22,70127987,EID-****-163
788,Employee_0926,남,30,19,2012,대리,마켓팅,No,129,57,9,108463022,EID-****
1847,Employee_0927,남,39,21,2011,대리,재무,No,156,60,12,107177987,EID-****-847
2875,Employee_0928,남,33,11,2010,대리,개발,Yes,305,69,0,113755278,EID-****-875
5151,Employee_0929,여,27,12,2015,사원,영업,No,166,44,0,46143924,EID-****-151
3139,Employee_0930,남,41,20,2011,사원,영업,No,197,37,26,70035557,EID-****-139
997,Employee_0931,남,31,9,2013,사원,법무,Yes,158,58,4,74372709,EID-****
5293,Employee_0932,남,44,22,2011,차장,인사,No,23,32,0,134321911,EID-****-293
3741,Employee_0933,여,35,17,2015,사원,영업,No,56,52,13,52574202,EID-****-741
954,Employee_0934,남,33,15,2012,주임,총무,No,118,74,15,96042778,EID-****
4893,Employee_0935,남,29,12,2013,사원,기획,No,196,36,14,47365139,EID-****-893
5663,Employee_0936,남,27,5,2016,인턴,마켓팅,No,241,33,17,30857570,EID-****-663
524,Employee_0937,남,32,13,2011,사원,영업,Yes,241,51,26,61401494,EID-****
878,Employee_0938,남,31,11,2012,사원,재무,No,279,39,5,72735209,EID-****
5420,Employee_0939,남,46,28,2015,사원,개발,No,109,37,24,46004481,EID-****-420
2152,Employee_0940,남,46,24,2011,과장,영업,No,342,66,17,117204481,EID-****-152
3919,Employee_0941,남,42,25,2014,사원,법무,No,232,54,10,64889341,EID-****-919
